,Q,A,labeling
1210, 아 이렇게 얘길 하니 수학여행을 다시 가고 싶다, 그러게. 시간을 돌릴 수만 있다면 얼마나 재밌을까!,0
1211, 얘들아 너희는 비대면으로 과제 대체가 나은 것 같니 아니면 시험이 나은 것 같니?, 나는 과제 대체가 나은 것 같아.,0
1212, 나도 시험이 더 낫다고 생각하는데 다들 그렇게 생각하는 이유가 뭐야?, 아무래도 과제가 시험보다는 덜 부담돼서 과제가 더 낫지 않나 싶어.,0
1213, 과제는 인터넷에서 베끼기만 할 수도 있잖아, 그렇긴 하겠네. 그래도 모범생 일부를 제외하면 다들 편하게 과제를 하고 싶어 할 것 같긴 하다.,0
1214, 인정. 전공과목이면 우리를 위해서라도 시험이 좋겠지만 교양이면 무조건 과제 대체가 좋은 것 같아., 오 그거 괜찮네! 솔직히 교양은 과제 대체면 충분하지~,0
1215, 나는 학교가 멀어서 솔직히 비대면이면 둘 다 좋긴 해 하하, 나도 ㅠㅠ 왕복 세 시간 거리야 ㅠㅠ,0
1216, 얘들아 너희는 너희만의 암기법이 있어?, 나는 달달 외우는 건 적성에 안 맞아서 그냥 꼼꼼히 여러 번씩 읽어서 기억나게 하는 편이야.,0
1217, 각자 다르네. 나는 노트에 쓰거나 정리하면서 외우거든 하하, 오 노트에 정리하면서 외우면 버스나 지하철에서도 공부할 수 있고 좋긴 하겠다.,0
1218, 물론 정리하는데 시간이 좀 걸리긴 하지., 나는 그래서 그냥 처음부터 꼼꼼히 여러  번씩 읽어서 저절로 기억이 나게 하는 게 편하더라.,0
1219, 물론 정리하는데 시간이 좀 걸리긴 하지., 개인차인 것 같아,0
1220, 너희한테 잘 맞을지도 모르니까!, 그러자! 중간고사는 끝났고 이제 기말고사 공부도 슬슬해야지...,0
1221, 너흰 학원이나 학습지에 대해 어떻게 생각해?, 나는 개인적으로 학원보다는 과외가 더 좋은 것 같아.,0
1222, 그러게 궁금하네. 알려줘!, 내가 낯을 가리는 편이라 학원같이 모르는 애들이랑 같이 수업을 듣기 불편하더라고...,0
1223, 그러게 궁금하네. 알려줘!, 그리고 아무래도 과외는 1 대 1이니까 모르는 문제를 그때그때 물어볼 수도 있고 좋더라 하하,0
1224, 그렇긴 하지. 과외는 모르는 게 있으면 바로 물어보면서 할 수 있어서 더 잘 이해되긴 하겠다., 맞아! 더 비싸긴 해도 효과는 확실하더라.,0
1225, 그러게 나도 과외를 받을 걸 그랬다 ㅠㅠ, 그래도 다들 기출문제집이나 문제집 푼 거는 비슷하니까 뭐 하하,0
1226," 얘들아 수능, 수능 시즌에 대해서 어떤 생각들을 갖고 있어?", 나는 수능을 준비 했던 입장인데 수시 접수가 끝난 9월 쯤이 가장 힘들었어.,0
1227, 그러게 궁금하다. 왜 그때가 제일 힘들었어?, 인문계에서는 대부분 수능보다는 수시로 대학을 가잖아.,0
1228, 그러게 궁금하다. 왜 그때가 제일 힘들었어?, 그런데 나는 수능 준비를 하는데 9월에 수시 원서 접수가 끝나고 애들이 반에서 너무 시끄러워서 공부를 할 수가 없었어ㅠㅠ,0
1229, 그러게 ㅠㅠ 그래서 어떻게 했어?, 추석 이후로 학교에 안 가고 쭉 독서실로 등하교 했었지 키키,0
1230, 그러게 ㅠㅠ 그래서 어떻게 했어?, 결석 없어서 유급 일수까지는 한참 남았었으니까.,0
1231, 그러게~ 그래도 수시로 가면 9월부터는 완전 다들 노느라 바쁜데 그동안 공부하느라 고생했겠네., 에이 그렇지만도 않아 하하 수시를 열심히 준비한 애들은 3년 동안 엄청 빡세게 공부했을 테니까.,0
1232, 그러게~ 그래도 수시로 가면 9월부터는 완전 다들 노느라 바쁜데 그동안 공부하느라 고생했겠네., 그거에 비하면 차라리 나은 것 같기도 했어.,0
1233, 맞아 맞아. 진짜 열심히 하는 애들은 학교에서 하는 여러 대회들도 나가고 그러더라., 인정... 차라리 수능 공부가 더 적성에 맞았던 것 같아!,0
1234, 다들 학창시절에 공부는 어떻게 했어?, 나는 뭐 쭉 엉덩이 붙이고 앉아서 계속 책을 봤지.,0
1235, 그래? 나는 필기를 주로 열심히 했던 거 같아, 나도 필기로 일단 정리를 한 다음에 계속해서 반복해서 외우려고 노력했어.,0
1236, 그렇구나. 야자는 다들 했어?, 나는 강제여서 무조건 야자를 해야 했었어.,0
1237, 난 야자 계속 했는데 집에 오니까 하루가 다 가서 너무 서운하고 그랬어, 맞아 집에 도착하고 씻으면 11시가 훌쩍 넘고 그랬는데,0
1238, 이번에 교수님이랑 상담하고 왔는데 착잡하다., 그거 원래 그래. 되게 진로에 대해서 많이 물어보시지 않아?,0
1239, 앞으로 뭐 할 생각인지 지금은 뭘 하고 있는지 구체적으로 물어보시더라 계속, 사실 교수님 말씀이 맞긴 해,0
1240, 우선 전문자격증을 하나 준비해볼까 고민중이라고 했어, 교수님 그런거 좋아하시잖아.,0
1241, 응응 많지. 나한테도 선배들한테 많이 물어보라고 하시더라., 그래도 전문자격증은 혼자 공부하는 게 제일 중요한데 뭐,0
1242, 아니야. 쟤 말대로 내가 공부만 열심히 하면 돼, 난 오히려 취업 관련해서 엄청 조언 많이 해주셨던 것 같다.,0
1243, 아 나 수업을 진짜 못 따라가겠어, 중간고사 이후로 진짜 진도가 너무 빠르지 않냐.,0
1244, 수업 때 강의실 맨 앞에 앉아서 호응하는 애들은 다 이해하는걸까?, 나 오늘 걔네들이랑 얘기해봤는데 딱히 그런것 같지도 않아.,0
1245, 따로 스터디라도 해보자., 근데 진짜 혼자서는 절대 공부 안할것 같아.,0
1246, 내가 스터디룸 잡을테니까 같이 해보자, 그래 좋은 생각이야.,0
1247, 내가 스터디룸 잡을테니까 같이 해보자, 나도 마침 내일 공부좀 하고싶었어,0
1248, 좋아. 우리 기말고사로 진짜 역전해보자., 그럼 내일 나 학교갈 때 책 다 가져간다?,0
1249, 다들 조기 사교육에 대해 어떻게 생각해?, 난 솔직히 안 하는게 맞다고 봐.,0
1250, 정말? 의견이 같네. 왜 그렇게 생각해?, 학교에서 배우는 의미가 하나도 없잖아.,0
1251, 그렇구나. 나는 학습 능률을 위해 하는 게 좋다고 생각 했는데, 그 부분은 나도 인정해.,0
1252, 그런가? 그럴 수도 있겠네. 힘들겠다, 그래도 이해가 안되는 부분을 알고 가면 오히려 더 흥미를 느낄 수도 있다고 봐,0
1253, 그렇네! 그런 측면에서는 조기교육이 좋을 수도 있겠다, 각자 부족한 부분을 채우는 용으로는 조기교육을 해도 좋을 거 같아,0
1254, 너네 조별과제 누구랑 할 지 정했어?, 난 그냥 남는 사람이랑 하려고,0
1255, 나 이번에 진짜 발표는 하기 싫은데, 나도 하게되면 그냥 자료조사 하고싶어,0
1256, 내가 다른 사람들 조사하고 구성하는 내용 혼자서 따라가야 해, 맞아. 거기다가 발표 끝나고 질문도 받아야 하잖아.,0
1257, 이거 지금 고학년 수업인데 그렇게 넘어갔다가는 성적 형편없을걸?, 내일까지 정하라고 했으니까 정 사람 없으면 우리들끼리 할까?,0
1258, 만약에 우리들끼리 하더라도 난 발표는 절대 안할거야, 우리 둘이 자료조사 하게 해줘.,0
1259, 다들 싫어하는 과목 있어?, 나는 수학이 끔찍히도 싫어,0
1260, 그래? 나는 영어인데 키키 이유가 뭐야 다들?, 뭔가 수학적 사고를 바라는 게 아니라 문제 유형을 외울때까지 풀어야 점수가 잘 나오니까 그게 너무 싫더라,0
1261, 그랬구나. 나는 영어 발음이 너무 힘들어서 그거 때문에 스트레스를 많이 받았어., 맞아 나도 미국드라마 보면서 발음 공부하는데 진짜 힘들더라,0
1262, 맞아. 나도 유학 한 번 가보고 싶더라 그런 거 보면, 인정해. 나중에 학점교류 같은 거 있으면 신청해보고 싶다,0
1263, 다들 그럼 싫은 과목은 공부 어떻게 했어?, 나는 거기중에서 재미를 찾으려고 노력했던 거 같아,0
1264, 나 우리 학과 생활때문에 너무 스트레스받아, 왜? 무슨 문제 있어?,0
1265, 뭐만 하면 모이라하고 축구한다고 사람들이나 동원하고, 아... 무슨 얘기하는지 알겠다 ㅠㅠ,0
1266, 뭐만 하면 모이라하고 축구한다고 사람들이나 동원하고, 그 선배들 얘기하는 거지?,0
1267, 솔직히 말해서 그 선배들이 우리한테 앞으로 도움이나 줄 수 있을까?," 어차피 우리 군대 다녀오고 나면 학교에 있지도 않을 사람들이니까, 너무 신경 쓰진 말자고",0
1268, 그래도 이번 행사는 정말 너무 가기 싫어, 이번엔 좀 심하긴 했지... 우리만 나가서 고생하고,0
1269, 조교도 다 한패인거 몰라?, 그래 내가 볼 때 조교라고 다를 바가 없는 것 같아,0
1270, 너희는 어렸을 때 가장 좋아하는 과목이 뭐였어?, 수학이랑 과학이 가장 좋았어!,0
1271, 다른 과목에 비해서 자유로운 느낌도 들고 뭘 하던 너무 재밌었거든~, 체육은 나도 좋았어!,0
1272, 다른 과목에 비해서 자유로운 느낌도 들고 뭘 하던 너무 재밌었거든~, 피구나 발야구나 아니면 자유시간이면 재밌잖아 하하,0
1273, 너희들은 좋아하는 과목의 이유가 뭐야? 다 어려운 과목들인데..., 뭐랄까 수학이나 과학은 딱 정해진 답이 있잖아!,0
1274, 너희들은 좋아하는 과목의 이유가 뭐야? 다 어려운 과목들인데..., 그걸 구하는 과정이나 공식도 정해져 있어서 풀다 보면 재밌더라고,0
1275, 선생님의 영향이 크지 하하, 그것도 맞아 하하,0
1276, 맞지~ 그런건 선생님들은 대체적으로 잘 가르쳐주시고 교육열도 뛰어나신거 같아!, 나는 그래도 수학 과학 선생님들이 다들 설명도 잘 하시고 성격도 좋으셔서 좋았어!,0
1277, 고등학생들 진짜 부럽다, 뭐가? 갑자기 무슨소리야,0
1278, 나 스터디카페에 있는데 다들 진짜 열심히 하네, 나도 고등학교 때는 진짜 수능 열심히 준비했었지,0
1279, 근데 다들 눈빛이 맑아. 전혀 힘든 모습이 아니야, 아 나도 그런거 좀 느껴.,0
1280, 근데 다들 눈빛이 맑아. 전혀 힘든 모습이 아니야, 우리는 다들 찌든 모습이야,0
1281, 어떻게 보면 더 중요할 수도 있어, 더 중요하다고 봐. 사실 대학은 시작의 느낌이지,0
1282, 대학만 나온다고 취업이 되는건 아니잖아., 맞아. 우리 진짜 열심히 해야해,0
1283, 시험기간 좀 끝났으면 소원이 없겠다, 너네는 다 언제 끝나?,0
1284, 다음 주 목요일이나 끝날 것 같아., 나도 다음주 수요일.,0
1285, 다음 주 목요일이나 끝날 것 같아., 아 주말에 좀 쉬고 싶었는데,0
1286, 너무 부럽다. 난 오늘은 밤 못 샐것 같아., 다들 벼락치기 하나 보지?,0
1287, 나도 이번 학기 다른 거 병행하느라고 수업 복습도 제대로 못했어, 매번 힘드네 시험기간은,0
1288, 레포트는 진짜 준비한 만큼 성적이 나오는 것 같지도 않고, 맞아. 솔직히 시험이 제일 나아 학생 입장에서,0
1289, 우리 동아리방 비밀번호 뭐였지?, 아 나 그거 패턴으로 기억하는데,0
1290, 회장 전화번호도 모르는데 나., 너 근데 동아리방은 왜 가려고?,0
1291, 나 예전에 여기에 책 두고간 게 있어서 오늘 가져가려고, 그거 기존에 있던 물품들 다 치웠을걸? 공지 올라왔던데,0
1292, 나 왜 못받았지? 그거 책 꼭 필요한데, 한 번 학생회실 가 봐.,0
1293, 나 왜 못받았지? 그거 책 꼭 필요한데, 거기에 있을 수도 있어.,0
1294, 우선 가봐야겠다. 고마워, 그래 얼른 찾길 바란다.,0
1295, 아 학교가는 길이 왜 이렇게 멀지, 너 자취하는 거 아니었어?,0
1296, 응응. 경기도에서 가는 중인데 한 두시간 넘게 걸리는 듯해, 그렇게 오래걸려? 뭐 타는데?,0
1297, 버스타고 서울까지 올라가서 또 지하철이나 버스 환승해서 학교까지 가야해., 교통비도 만만치 않게 들겠네.,0
1298, 걔네는 진짜 1교시 들으려면 몇시에 일어나야 하는거야., 통학시간 길면 진짜 스트레스일듯.,0
1299, 어쩔 수 없이 잠 줄이고 일찍 움직여야지 그러니까, 얼른 와 점심 같이 먹자.,0
1300, 요즘은 공기업 취업 전문 학원도 있다며?, 나 다음 방학때 가볼까 하는데?,0
1301, 근데 학원을 가면 도움이 되나?, 아무래도 같은 분야 준비하는 사람들끼리 모이니까 소속감도 들고,0
1302, 스터디 같은거 짜주고 또 학원 자체적으로 수업도 하고 그런것 같아, 어떤 기업들은 시험도 중요하고 하니까 시험대비도 해야해. 혼자 하기에는 부담이 있지,0
1303, 우리는 아직 어려서 그런가 그런 사람들은 본 적 없네, 은근히 있긴 해.,0
1304, 우리는 아직 어려서 그런가 그런 사람들은 본 적 없네, 각자 사정이 있겠지 뭐,0
1305, 나도 슬슬 진로를 정해야 하니까 여기저기 뭐하고 준비하나 알아보게 되더라, 너도 얼른 결정해서 진입해야 해.,0
1306, 나도 슬슬 진로를 정해야 하니까 여기저기 뭐하고 준비하나 알아보게 되더라, 빨리 시작할수록 좋아,0
1307, 너희 학점 다 괜찮아?, 나는 그래도 재수강 많이 해서 괜찮지.,0
1308, 나도 학점 좀 잘 받아놓을 걸 그랬나봐., 왜? 이번에 지원한 거 잘 안됐어?,0
1309, 학점이 크게 중요하진 않은데 학점 좋아서 나쁠 건 없지., 그건 그래. 나도 그래서 다 복구해놓은 거고,0
1310, 등록금은 다 냈는데 열심히 좀 할 걸, 지금 후회해서 뭐하냐.,0
1311, 등록금은 다 냈는데 열심히 좀 할 걸, 너 재수강 할 수는 있어?,0
1312, 맞아. 이미 늦었지 뭐, 그럼 지금 상태에서 다른 강점으로 어필해야지 뭐.,0
1313, 과외 해본 경험 있는 사람?, 너가 수업 들으려고?,0
1314, 응 나 영어과외 시작하려고 하는데 궁금한 게 있어서, 나 영어는 모르고 수학은 해본 적 있어.,0
1315, 보통 하면 교재는 뭐 쓰나?, 학생들 수준에 따라 다르지 않나?,0
1316, 난 중학생 맡을 것 같은데 뭘 쓸 지 고민이네., 중학생들 교재는 아무래도 우리 때랑 많이 다를 것 같아.,0
1317, 이따가 수업 끝나고 서점 가봐야겠다., 그래. 나도 동생한테 한 번 물어볼게,0
1318, 우리집 요리사가 요리를 못해서 요리학원 수강신청 해줬어, 어머 요리사가 요리를 못하면 어떡해. 돈주고 고용을 하고 수강신청까지 해준거야?,0
1319, 착하게 생겨서 뽑았는데 착하기만 하네, 이중으로 돈을 썼네. 역시 돈 많은 집은 달라도 달라,0
1320, 요리학원 다니면서 배운거 하나씩 반찬으로 만들어주고 있어, 요리사를 겉모습으로 뽑으면 어떡해.,0
1321, 역시 학원을 다녀야해  음식 맛이 확 달라졌어, 대단하다 그 요리사 횡재했네. 다 배워서 다른 집 가면 어떡해.,0
