,Q,A
3162,1 : 그리고 장비만 잘 준비하면 생각보다 안 춥대.,2 : 생각해 보니까 재밌겠다!
3163,1 : 나는 요즘 골프 배우고 싶더라,2 : 그니까 왜 다들 골프하는거야
3164,1 : 나는 요즘 골프 배우고 싶더라,2 : 나도 해야할것 같잖아
3165,1 : 재미없어도 사회생활하려면 배워야 하지 않을까,2 : 키키 치는 맛이 있을듯
3166,1 : 골프도 자금 많이 필요할텐데,2 : 맞아 돈이다 돈 키키
3167,1 : 골프도 자금 많이 필요할텐데,2 : 지인 분들한테 좀 장비도 사고 해야겠네
3168,1 : 와... 진짜 초기비용 장난 아니겠네,2 : 키키 그래서 연못에 빠진 골프공 줍는 직업도 있더라
3169,1 : 역시 롯데의 꿈은 사라졌군,2 : 아 졌어? 포스트시즌 탈락?
3170,1 : 아니 사실 안하긴 했지,2 : 원래 맨날 8위 하는 팀이잖아
3171,1 : 한 4년간 7위 이상은 없었음,2 : 롯데는 진짜 못하긴 하더라고
3172,1 : 사실 난 이미 그만뒀어,2 : 여보 원래 엘지팬 아녔어?
3173,1 : 오랜만에 운동하니 어때,2 : 너무 힘들어서 인상을 너무 쓰니까 주름이 생길정도야
3174,1 : 그래도 1:1이니까 좋을 것같은데,2 : 좋아 아주 1:1로 혼나는 느낌이지
3175,1 : 그러게 뼈를 집어넣고 뭘 빼고 그런식?,2 : 갈비뼈를 집어넣고 골반을 끌어올리고 배에만 힘주래
3176,1 : 너무 어렵다 그런걸 말로 하니까,2 : 뭔소린지 모르겠고 참 좌절이 된다
3177,1 : 여보 수영 배워 본다며 알아봤어?,2 : **가 코로나로 계속 안해
3178,1 : 언니 물은 안무서워해,2 : 맞아 난 물은 좋아
3179,1 : 근데 나도 안배우고 그냥 해,2 : 그래 니 형부 안배웠대
3180,1 : 대신에 그냥 개헤엄이야,2 : 그래도 그게 어디야 대체 어떻게 뜨는거지
3181,1 : 테니스의 왕자 중국판 보는데 문득 테니스 배우고 싶단 생각이 들었음.,2 : 친척 중에 누구 테니스 배우고 있다고 하지 않았나?
3182,1 : 테니스의 왕자 중국판 보는데 문득 테니스 배우고 싶단 생각이 들었음.,2 : 테니스 배우는데 은근 비쌌던 거 같은데?
3183,1 : 아니 1달 배우는데 12만원 달라고 했고 아마 일주일에 1번씩 배울걸?,2 : 몇 시간 정도 배우는데? 시간당 얼마?
3184,1 : 아니 1달 배우는데 12만원 달라고 했고 아마 일주일에 1번씩 배울걸?,2 : 와... 레슨비 비싸네...
3185,1 : 이번 주말에 캠핑가기로 한거 안 잊었지?,2 : 잊을리가 있나 형님도 갈 거지?
3186,1 : 사람 많으면 좋잖아,2 : 그래 글램핑장이라 그렇게 불편하지도 않아
3187,1 : 왜 이렇게 불신이 가득해,2 : 글램핑 갔다온 적이 있어서 그른가
3188,1 : 오 우리 거기로 가는거야,2 : 좋다좋아 가서 추억놀이 하고 와
3189,1 : 오늘 애틀란타가 너무 잘했어,2 : 여보는 그거 직접 보고 그래?
3190,1 : 아니 중계 안될거야,2 : 그럼 어떻게 그걸 매번 알아?
3191,1 : 아니 나 중계를 직접 보지?,2 : 회사에서? 어떻게 그걸 하지?
3192,1 : 아 나 점심에 잠깐씩 보는거야,2 : 야구가 4시간 하는건데?
3193,1 : 나 오늘 스크린 골프 가서 늦을듯,2 : 스크린 골프 거기 또 누구랑 가?
3194,1 : 그게 아니고 부장님이 가자네,2 : 아니 코로나로 제한 있는거 아냐?
3195,1 : 그게 보니까 이미 2차 14일 경과자들이야,2 : 여보는 스크린 골프는 잘쳐?
3196,1 : 골프도사는 무슨 그냥 억지로 하는거지,2 : 왠일로 겸손씨가 되었지?
3197,1 : 어제 오랜만에 오리역 갔는데 볼링장 생겼더라,2 : 거기 분위기 좋아 보이더라
3198,1 : 언제 볼링치러 가자,2 : 볼링친 지 너무 오래됐는데
3199,1 : 그럼 형님은 빼고 쳐야겠네,2 : 이런 애들이 있어야 게임이 재밌지
3200,1 : 내기걸고 게임을 해야겠다,2 : 좋다 밥 사는 걸로 해볼까?
3201,1 : 나는 골프도 잘하는 것 같아2,2 : 아니 여보는 다 잘하지
3202,1 : 아니 기분이라도 좋게 살아야지,2 : 골프는 잘 맞았어?
3203,1 : 맞아 나 좌절했어 어려워,2 : 아니 왜 또 그래?
3204,1 : 그치? 그래서 잘한다고 위안 중,2 : 아니 진짜 잘해야지
3205,1 : 여보 이번에 등산가자,2 : 등산? 갑자기 왠 등산을 가는데?
3206,1 : 당연하지 등산만한 스포츠가 없어,2 : 등산이 스포츠로 분류되나?
3207,1 : 운동과 스포츠가 다른건가?,2 : 아니 딱히 다를건 없는듯
3208,1 : 지리산? 가고 싶지만 뒷산,2 : 지리산이래 드라마에 꽂혀서는
3209,1 : 어제 오랜만에 회 먹으니 맛있더라,2 : 그 집 회가 맛있더라구
3210,1 : **이가 누구야? 낚시 다니나봐?,2 : 주말마다 낚시 다닌대
3211,1 : 부지런한 취미생활을 하네,2 : 그러게 주말에 안 피곤하다니
3212,1 : 낚시로 잡은 물고기 사진 찍어서 보내줘?,2 : 걔도 참 심심한가보다 너한테 사진보내고
3213,1 : 오늘 휴스턴 애틀란타 경기 했어,2 : 여보 어디에 베팅했지?
3214,1 : 난 애틀란다 1점차 승리,2 : 오 결과는 어떻게 된거지?
3215,1 : 언니도 휴스턴 승에 걸었음,2 : 과연 쭈꾸미의 행방은?
3216,1 : 헉... 애틀란타 승 4점차...,2 : 어라 그럼 꽝이야?
3217,1 : 내년 동계올림픽 개최국이 중국이야?,2 : 그렇다는데 베이징 동계올림빅이래
3218,1 : 쇼트트랙 생각하니 벌써 떨린다,2 : 탄소배출 저감  캠페인으로  석탄 연료를 못 쓰고 있데
3219,1 : 올림픽이 중국 국민에게는 민폐네,2 : 우리의 최강은 쇼트트랙이니깐 기대돼
3220,1 : 부디 도쿄 올림픽처럼 미루지 말고 잘 됐으면 좋겠다,2 : 가까워서 직접 가서 관람하면 딱 좋은데 아쉽다
3221,1 : 익스트림 스포츠 좋아해?,2 : 좋아하지는 않지만 도전 해 보고 싶어
3222,1 : 번지점프 안해보고 싶어?,2 : 번지점프는 도전해 볼만 한 것 같아
3223,1 : 암벽등반 해봤어?,2 : 고양에 있는 스포츠 몬스터에서 비슷 하게는 해봤어
3224,1 : 암벽등반이 엄청 힘든 스포츠 였어,2 :  맞아 손에 굳은살 생기고 근육도 엄청 생기는 것 같아
3225,1 : 곧 겨울이야 스키 시즌이 돌아와,2 : 올 겨울에는 아이들 스키 강습을 보내려고
3226,1 : 스키는 못 타지만 곤돌라 타고 보니깐 멋지더라,2 : 난 곤돌라도 무서워서 못 타겠어 미끄러질 거 같아
3227,1 : 이야 다들 올해는 아이들 스키 배우는 거야?,2 : 같이 보낼래? 용인도 가깝고 더 크기 전에 놀아야지
3228,1 : 남자 아이들 단체로 와서 강습 받고 타더라고,2 : 겨울에 집에 있으면 너무 심심해 겨울에도 계절 스포츠를 즐겨야지
3229,1 : 스쿼시라는 스포츠 알아?,2 : 응 해외 드라마에서 많이 봤어
3230,1 : 스쿼시가 운동이 정말 많이 된데,2 : 맞아 테니스랑 비슷한데 운동이 더 많이 된다고 하더라
3231,1 : 테니스랑 비슷한데 벽에다가 공을 맞추는 거라고 생각 하면 돼,2 : 나도 스쿼시 한번 해보고 싶다
3232,1 : 배드민턴도 재미있지.,2 : 우리나라에는 스쿼시를 할 수 있는데가 많이 없는 것 같아.
3233,1 : 요즘 아이들은 츄크볼이란 걸 배우더라고,2 : 츄크볼이 뭐야 나는 처음 듣네
3234,1 : 상대방의 공을 던져 뜅겨서 받는 거라고 한 거 같어,2 : 그걸 어디서 배워?
3235,1 : 그런데 이게 이번 체육 시간에 배우고 있데,2 : 우리는 어제 태권도를 한다고 하던데
3236,1 : 단체로 하는 운동인데 재미있데,2 : 그렇구나 요즘은 학교가 아주 재미있어
3237,1 : 레저로 산악 자전거도 많이 타나봐,2 : 자전거는 대단한 스포츠같아
3238,1 : 전국적으로 자전거 도로도 만들고 자전거 길 홍보도 하고,2 : 하체 근육도 발달 되야하고 폐활량도 좋아야 하고
3239,1 : 아무래도 그렇겠지 그래서 기술이 필요한 거 같아,2 : 올림픽때 남자 단체 사이클 보는데 인간이 아닌 거 같았어
3240,1 : 그 스릴을 즐기는 맛에 산에 오르나봐,2 : 우리의 안전을 위해 집에 있는 실내 자전거 타자
3241,1 : 너는 하계 올림픽 종목 중에 뭐가 제일 재밌어?,2 : 나는 개인적으로 육상이 제일 재밌더라.
3242,1 : 근데 채점 기준을 잘 모르겠어.,2 : 나는 뭔가 육상이 긴박해서 흥미진진한 것 같아.
3243,1 : 이번 도쿄올림픽 육상 보니까 선수들 정말 빠르더라.,2 : 그치. TV로 보니까 잘 체감이 되지 않는데 기록보면 정말 놀라워.
3244,1 : 100M를 9초 대에 뛸 수가 있어?,2 : 아마 메달권에 들어가려면 그래야할걸?
3245,1 : 우리 회사 휴게실에 탁구대가 생겼어,2 : 그래? 근데 엄청 뜬금없다 회사에 탁구대라니...
3246,1 : 응 그런데 사실 대표님이 너무 좋아하셔서 갖다 놓으신 것 같아,2 : 어머 어쩌니... 다른 직원들은 뭐라 그래?
3247,1 : 응 특히 남자 직원들은 밥 먹고 오면 그거 치느라 바빠,2 : 하긴 탁구가 은근 운동이 많이 된대 재밌기도 하고
3248,1 : 난 한번 쳐봤는데 진짜 공이 무슨 야구공 친듯이 엄청 멀리 날아가더라,2 : 그거 힘조절을 잘하고 바닥으로 잘 쳐야지~
3249,1 : 나 이번에 강원도로 여행가는데 짚라인을 한번 타보려구~,2 : 오 강원도에 그런게 있어?
3250,1 : 엄청 예쁘더라 풍경이,2 : 그래? 넌 그런데 왜 강원도로 가니?
3251,1 : 아 짚라인 타러 가는게 아니라 정선으로 여행을 가는데 마침 그쪽에 있길래 타보려구~,2 : 아 그렇구나~ 안무섭니?
3252,1 : 좀 무섭긴한데 사실 패러글라이딩보다 이게 훨씬 안 무서울 것 같아,2 : 맞아 이건 그래도 시설이 다 돼있잖아
3253,1 : tv에서 승마하는 장면이 나오는데 너무 멋지더라,2 : 말들도 너무 멋있게 생겼어
3254,1 : 체력이 굉장히 필요한 스포츠라던데,2 : 한번 타보고싶다
3255,1 : 그래 제주도에는 전문 말 사육장도 있대,2 : 우와 그럼 말 타고 돌아다닐 수도 있는건가?
3256,1 : 그럼 나는 승마 영상을 더 보면서 이미지 트레이닝을 해야겠어,2 : 좋은 생각이다 어떤 말과 승마선수가 제일 멋질까?
3257,1 : 이제 건강을 위해서라도 스포츠 하나씩은 하는 게 좋은 거 같아,2 : 나도 빨리 걷기 운동 부터 시작하게
3258,1 : 그래 맨날 걷기만 하지 말고 같이 수영 다닐까?,2 : 자꾸 체력은 딸리고 몸이 축 쳐지네
3259,1 : 난 큐대 날리다가 팔 빠질 거 같아,2 : 나는 물이 무서워서 들어가기 겁나
3260,1 : 노인 분들이 당구를 많이 치시는구나 멋지다,2 : 나는 포켓볼이 더 재미있고 잘 치게 돼
3261,1 : 등산 많이 해봤어?,2 : 가끔 해봤어.
3262,1 : 어디 산 가봤어?,2 : 주로 낮은산 가봤어.
3263,1 : 어디 산 가봤어?,2 : 남산이나 집 뒤에 작은 산 갔었어.
3264,1 : 나는 운동을 좋아해서 등산도 좋아.,2 : 등산이 칼로리 소모가 많이 된데
3265,1 : 산 정상에 올라갔을 때의 기분이 너무 좋아,2 : 앞이 탁 트여있는 모습을 봤을 때 속이 뻥 뚫리는 기분이야
3266,1 : 축구 월드컵 예선하는거 아세요?,2 : 축구 좋아하세요?
3267,1 : 축구보는거 재밌어요.,2 : 선수가 20대에요?
3268,1 : 30대도 있어요!,2 : 좋아하는 축구선수있어요?
3269,1 : 저도요!,2 : 저도요! 하하
3270,1 : 황의조요!,2 : 제친구남편 축구선수에요
3271,1 : 즐겨보시는 홈트레이닝 유튜버 있나요,2 : 저는 빌리오빠요
3272,1 : 저는 땅끄부부 보는데 땀 엄청나요!,2 : 따라하고 싶은데 힘드네요
3273,1 : 전 쉬다가 요즘 다시 하려구요!,2 : 전 하고 싶은데 맨날 못하게되요
3274,1 : 30분하면 딱이에요!,2 : 네 30분이 적당해요
3275,1 : 팔뚝살 빼기!,2 : 아 그것도 들어봤어요
3276,1 : 캠핑 자주 가?,2 : 캠핑 자주 갔었는데...
3277,1 : 난 한 번도 안 가봤어,2 : 아 별로 안 좋아 하는구나
3278,1 : 아이들이 가고 싶어하긴 해,2 : 아이들은 좋아하는데 엄마가 힘들지
3279,1 : 우리 신랑은 할줄 몰라,2 : 오 남편이 다해줘? 편하겠다
3280,1 : 김연경 국가대표 은퇴했지?,2 : 맞아 이번 올림픽 끝으로 했지
3281,1 : 성격이 좋아서 좋아했는데.,2 : 나도 안타까워
3282,1 : 그래도 방송에 나오니까 좋더라,2 : 김연경 없으면 누가 주장하지?
3283,1 : 그러게...리더쉽도 멋지지,2 : 무거운 짐을 내려놓은거 같애
3284,1 : 골때리는 그녀들 보니?,2 : 어 한 번씩 보지
3285,1 : 그것도 축구 프로 같던데,2 : 여자 연예인들이 나와서 축구경기 해
3286,1 : 진짜 열심히 하던데,"2 : 모델팀, 개그맨팀, 연기자팀... 있더라구"
3287,1 : 그러게 요즘 축구 프로가 많은거 같아,2 : 다들 엄청 열심히하더라
3288,1 : 야구 스트라이크 존이 개선된대,2 : 나는 야구는 잘 몰라서
3289,1 : 심판마다 기준이 다른데 기준을 마련한대,2 : 응... 그렇구나
3290,1 : 불신이 일단 해소가 되고 볼넷도 준다네,2 : 무슨말인지 전혀 모르겠다.
3291,1 : 아 **이는 야구 잘 모르는구나,2 : 나는 야구 룰을 전혀 몰라
3292,1 : 축구 교실 어디 보내는데 있어?,2 : 근처 원당동에 하나 있어
3293,1 : 우리집 근처에는 없나?,2 : 우리 아이도 토요일마다 다녀
3294,1 : 아이가 축구를 하고 싶어하네,2 : 거기가 마전동인가?
3295,1 : 운동신경은 그다지 없는데.,2 : 차로 5분거리야
3296,1 : 등산 좋아하니?,2 : 등산은 좋아하는데 산을 잘 못 타
3297,1 : 아~나도 도시파라서 산은 안 좋아하는데,2 : 나는 내리막길이 너무 힘들더라구
3298,1 : 요즘 가을이라 단풍보러 가고 싶어,2 : 너무 힘들지 않은 코스는 가고 싶어
3299,1 : 아~내리막이 무릎이 많이 상하지,2 : 막걸리도 한 잔 마시면 좋지
3300,1 : 내 친구 마라톤 한대,2 : 어디에서 한데?
3301,1 : 그런데 도전 하고 싶은가봐,2 : 우리도 여의도에서 했었는데
3302,1 : **도 해봤어?,2 : 어 완주 메달도 받았지
3303,1 : 다이어트 목적도 있는 듯 해,2 : 운동은 좋은 것 같아
3304,1 : 뭉쳐야 산다 봐?,2 : 가끔 보긴해
3305,1 : 아 그렇네 잘못 알았다.,2 : 스포츠 선수들이 나와서 축구하는거지?
3306,1 : 축구 열심히 하더라,2 : 모태범도 있었던거 같애
3307,1 : 여러 사람들 많이 나오던데?,2 : 한때 잘나가던 선수들이 모여서 축구를 하더라구
3308,1 : 너네 이번에 올림픽할때 엄청 응원했던 종목있어?,2 : 난 양궁 !
3309,1 : 그치 두개 다 우리나라가 유명한 종목들이잖아,2 : 그니까 너무 감동적이였어ㅠㅠ
3310,1 : 나는 이번에 배구를 제일 재밌게 본거같아,2 : 맞아 배구도 재밌었어
3311,1 : 그치 여자배구 이번에 진짜 유명해졌잖아,2 : 나도나도! 다음에 같이 가보자!
3312,1 : 너네 야구경기 보러간적있어?,2 : 아니ㅜㅠ 가보고싶어. 너 가봤어?
3313,1 : 나는 23살때인가 마지막으로 가봤던거 같아,2 : 오 그래? 대박이네 키키
3314,1 : 나는 23살때인가 마지막으로 가봤던거 같아,2 : 이제 코로나 풀렸으니까 가능하겠다
3315,1 : 맨날 티비로만 보다가 직접가서 응원하니까 느낌이 완전 다르더라,2 : 직접 보는게 더 재밌겠다 키키
3316,1 : 이제 스포츠경기도 관람 가능해서 다들 예매한다고 하더라!,2 : 오호 가봐야지 ~
3317,1 : 너네 운동 좋아하는거 있어?,2 : 웅 걷기운동 좋아해
3318,1 : 나도 자전거타는거 좋아하는데 나중에 자전거 타고 인천이나 갔다와볼래?,2 : 키키 가능해?? 멀지않아...?
3319,1 : 지난번에 친구랑 갔다 와봤어 ㅎ,2 : 하 가다가 마흔살 되겠다
3320,1 : 지난번에 친구랑 갔다 와봤어 ㅎ,2 : 둘이 갔다와 난 집에서 응원할게
3321,1 : 너네 야구 응원하는 팀있어?,2 : 나 수원이라 kt 그나마 응원해
3322,1 : 나는 불멸의 한화... 한화는 사라지지 않는다고!,2 : 한화는 항상 순위권 이더라...
3323,1 : 엥 무슨소리야 매년 꼴찌인데? 우리 놀리는거야?,2 : 이번에 kt는 헬로키티 탈출한 거 같더라 하하
3324,1 : 엥 무슨소리야 매년 꼴찌인데? 우리 놀리는거야?,2 : **아 팩트는 자제 해줄래?
3325,1 : ** 농구좀 하냐?,2 : 나 좀 하지
3326,1 : ** 농구좀 하냐?,2 : 혹시 pec라고 아니?
3327,1 : 하 또 **랑 농구 한번 해야겠구만,2 : 나 농구 배운남자야~
